visit_id,site_nr,sitename,element_type,visited,result,element_text,element_css,iframe_css,location_x,location_y,text_color,background_color,width,height,font_size
932261666358,69876,promotor.ro,1,1,Normal visit,ACCEPT TOATE,button,,1623,707,"rgba(255, 255, 255, 1)","rgba(191, 20, 26, 1)",125,41.3438,41.3438
129908652810,69876,promotor.ro,4,1,Normal visit,VREAU SA MODIFIC SETARILE INDIVIDUAL,button.cookie-setting-link,,1560,761,"rgba(0, 0, 0, 1)","rgba(255, 255, 255, 1)",238.797,54.6875,54.6875
972740072433,70630,tafsirweb.com,0,1,No cookie dialog found during visit,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
16000511974,71716,front-row.jp,0,1,# Skipped unreadable,"FASHION BEAUTY MOVIE/TV MUSIC WELLNESS LIFESTYLE CELEBRITY VIDEO ビリー・アイリッシュ、助手席に乗せたお相手は誰？   LATEST ARTICLE 新作『アベンジャーズ』シリーズにワンダは出演する？エリザベスが回答   世界中から熱視線！オスカー女優のマイキー・マディソンの意外過ぎる素顔とは？   『ウェンズデー』イーニッド役、シーズン2は楽しいシーズンになる   ブリトニー・スピアーズ伝記映画のキャストについて監督が反応   MCUのソー役、家族で日本のメガドンキへ   サブリナ・カーペンターの大ヒット曲「Espresso」、新ドラマ主題歌に決定！栗山千明も絶賛するその理由とは   移民たちが働くレストランで巻き起こる“犯人捜し”と訳あり恋模様――映画『ラ・コシーナ／厨房』日本版予告編解禁   FASHION ティモシー・シャラメ、ボブ・ディランのジャケットを350万円で落札か   ドナテラ・ヴェルサーチェが退任、セレブも続々と反応   人気ブランドのアイコンバッグが「たまごっち」に   『白雪姫』ジャパンプレミアでレイチェルが着用したドレスの秘密   BEAUTY 『ウィキッド』シンシア・エリヴォ、来日中は日本仕様ネイル   マイリー・サイラス、グラミー賞のコスメは全てメイベリン   ビリー・アイリッシュが愛用するメイベリンのアイライナーとは？   カーラ・デルヴィーニュ、美眉を作るコツはヘアスプレー   MOVIE/TV 新作『アベンジャーズ』シリーズにワンダは出演する？エリザベスが回答   世界中から熱視線！オスカー女優のマイキー・マディソンの意外過ぎる素顔とは？   『ウェンズデー』イーニッド役、シーズン2は楽しいシーズンになる   ブリトニー・スピアーズ伝記映画のキャストについて監督が反応   MUSIC サブリナ・カーペンターの大ヒット曲「Espresso」、新ドラマ主題歌に決定！栗山千明も絶賛するその理由とは   8年ぶりの帰還！ザ・ホーンテッド、新作アルバム『ソングス・オブ・ラスト・リゾート』5月リリース＆新曲「ウォーヘッド」配信スタート   名曲「ウォーク・オブ・ライフ」収録！ダイアー・ストレイツ『ブラザーズ・イン・アームス』40周年デラックス盤が登場   カリ・ウチス、新アルバム『Sincerely,』発表！先行シング",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
550281837430,72068,narasi.tv,0,1,Normal visit,narasi.tv Verifieer dat u een mens bent door de onderstaande actie uit te voeren. narasi.tv moet de beveiliging van uw verbinding beoordelen voordat u verder kunt gaan. Ray ID: 92601c94da1a751f Prestaties en beveiliging door Cloudflare,,,0,0,"rgba(217, 217, 217, 1)","rgba(34, 34, 34, 1)",1904,933,933
48865728404,78986,lpm.org,0,1,No cookie dialog found during visit,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
84567665229,80507,goldendev.win,0,1,No cookie dialog found during visit,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
647955141551,83731,daimaru-matsuzakaya.jp,0,1,° Timeout during session,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
931409700190,86070,childpaths.ie,0,1,No cookie dialog found during visit,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
929917274297,89387,taoanhdep.com,0,1,Normal visit,"Tao anh dep asks for your consent to use your personal data to: Personalised advertising and content, advertising and content measurement, audience research and services development Store and/or access information on a device Learn more Your personal data will be processed and information from your device (cookies, unique identifiers, and other device data) may be stored by, accessed by and shared with 132 TCF vendor(s) and 65 ad partner(s), or used specifically by this site or app. Some vendors may process your personal data on the basis of legitimate interest, which you can object to by managing your options below. Look for a link at the bottom of this page to manage or withdraw consent in privacy and cookie settings. Consent Do not consent Manage options",,,688,178,"rgba(0, 0, 0, 1)","rgba(255, 255, 255, 1)",510,575,575
929917274297,89387,taoanhdep.com,1,1,Normal visit,Consent,button.fc-button.fc-cta-consent.fc-primary-button,,956,647,"rgba(0, 0, 0, 1)","rgba(0, 0, 0, 0)",196,38,38
358724563692,89387,taoanhdep.com,2,1,Normal visit,Do not consent,button.fc-button.fc-cta-do-not-consent.fc-secondary-button,,736,647,"rgba(0, 0, 0, 1)","rgba(0, 0, 0, 0)",196,38,38
107803250514,89387,taoanhdep.com,3,1,Normal visit,Manage options,button.fc-button.fc-cta-manage-options,,889,696,"rgba(0, 0, 0, 1)","rgba(0, 0, 0, 0)",108.453,42.5,42.5
521185384166,90708,paste.ee,0,1,No cookie dialog found during visit,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
415641571193,91332,charmfling.com,0,1,No cookie dialog found during visit,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
822376867295,98774,rockhurst.edu,0,1,Normal visit,"This website uses cookies By accepting, you agree to allow cookies to be stored on your device to enhance site navigation, analyze site usage, and assist in our marketing efforts. Show details              Allow all",,,144,766,"rgba(20, 20, 20, 1)","rgba(0, 0, 0, 0)",1600,143.25,143.25
822376867295,98774,rockhurst.edu,1,1,Normal visit,Allow all,button.CybotCookiebotDialogBodyButton,,1458,766,"rgba(255, 255, 255, 1)","rgba(16, 50, 207, 1)",286,58,58
893120841217,114728,cloudflare.tv,0,1,Normal visit,"Our site uses cookies Like most websites, we use cookies to make our site work the way you expect it to, improve your experience on our site, analyze site usage, and assist in our marketing efforts. By choosing ""Accept All Cookies"", you agree to the storing of all categories of cookies on your device. If you wish to accept or reject some categories of cookies, please click “Cookie Preferences.” Cookie Preferences Reject All Accept All Cookies",,,0,792,"rgba(49, 49, 49, 1)","rgba(0, 0, 0, 0)",1887,123.5,123.5
893120841217,114728,cloudflare.tv,1,1,Normal visit,Accept All Cookies,button,,1518,832,"rgba(255, 255, 255, 1)","rgba(39, 109, 155, 1)",143,41.6094,41.6094
883983956684,114728,cloudflare.tv,2,1,Normal visit,Reject All,button,,1375,832,"rgba(255, 255, 255, 1)","rgba(39, 109, 155, 1)",125,41.6094,41.6094
622741074883,114728,cloudflare.tv,3,1,Normal visit,Cookie Preferences,button.cookie-setting-link,,1232,833,"rgba(74, 146, 191, 1)","rgba(255, 255, 255, 1)",125.812,39.6094,39.6094
109549588192,131300,click-it.me,0,1,No cookie dialog found during visit,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
130306566518,190506,wrestling-point.de,0,1,Normal visit,"Deze site vraagt toestemming om uw gegevens te gebruiken Gepersonaliseerde advertenties en content, advertentie- en contentmetingen, doelgroepenonderzoek en ontwikkeling van diensten Informatie op een apparaat opslaan en/of openen Meer informatie Uw persoonsgegevens worden verwerkt en informatie van uw apparaat (cookies, unieke ID's en andere apparaatgegevens) kan worden opgeslagen, geopend door en gedeeld met 132 TCF-leverancier(s) en 65 advertentiepartner(s) of specifiek door deze site of app worden gebruikt. Bepaalde leveranciers kunnen uw persoonsgegevens verwerken op basis van gerechtvaardigd belang. U kunt hiertegen bezwaar maken door uw opties hieronder te beheren. Zoek onderaan deze pagina naar een link om uw toestemming in te trekken of te beheren via de privacy- en cookie-instellingen. Toestemming Opties beheren",,,696,175,"rgba(0, 0, 0, 1)","rgba(255, 255, 255, 1)",510,581,581
130306566518,190506,wrestling-point.de,1,1,"Message: element click intercepted: Element <button class=""fc-button fc-cta-consent fc-primary-button"" role=""button"" aria-label=""Toestemming"" tabindex=""0"">...</button> is not clickable at point (1062, 715). Other element would receive the click: <div class=""fc-help-dialog-overlay""></div>   (Session info: chrome=134.0.6998.119) Stacktrace: 	GetHandleVerifier [0x00007FF715244C25+3179557] 	(No symbol) [0x00007FF714EA88A0] 	(No symbol) [0x00007FF714D391CA] 	(No symbol) [0x00007FF714D97929] 	(No symbol) [0x00007FF714D952E2] 	(No symbol) [0x00007FF714D92381] 	(No symbol) [0x00007FF714D91281] 	(No symbol) [0x00007FF714D82A24] 	(No symbol) [0x00007FF714DB7C2A] 	(No symbol) [0x00007FF714D822D6] 	(No symbol) [0x00007FF714DB7E40] 	(No symbol) [0x00007FF714DE02F3] 	(No symbol) [0x00007FF714DB7A03] 	(No symbol) [0x00007FF714D806D0] 	(No symbol) [0x00007FF714D81983] 	GetHandleVerifier [0x00007FF7152A67CD+3579853] 	GetHandleVerifier [0x00007FF7152BD1D2+3672530] 	GetHandleVerifier [0x00007FF7152B2153+3627347] 	GetHandleV",Toestemming,button.fc-button.fc-cta-consent.fc-primary-button,,964,696,"rgba(0, 0, 0, 1)","rgba(0, 0, 0, 0)",196,38,38
353838778629,190506,wrestling-point.de,3,1,Normal visit,Opties beheren,button.fc-button.fc-cta-manage-options.fc-secondary-button,,744,696,"rgba(0, 0, 0, 1)","rgba(0, 0, 0, 0)",196,38,38
231684684129,192848,netwayweb.net,0,1,No cookie dialog found during visit,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
200024890756,197146,plume.com,0,1,Normal visit,"Plume maakt gebruik van cookies en gerelateerde technologieën om gegevens te verzamelen om de gebruikerservaring en de prestaties van de website te verbeteren, inhoud te personaliseren en het delen op sociale media mogelijk te maken. Om deze redenen delen wij de verzamelde gegevens met onze analyse- en advertentiepartners. U kunt alle cookies accepteren, alleen de cookies toestaan die strikt noodzakelijk zijn voor de functionaliteit van de website, of uw voorkeuren beheren door op de optie van uw voorkeur te klikken. Voor meer informatie kunt u ons Cookiebeleidraadplegen. Voorkeuren beheren Alleen strikt noodzakelijk Alles accepteren",,,0,783,"rgba(22, 22, 22, 1)","rgba(0, 0, 0, 0)",1887,150,150
200024890756,197146,plume.com,1,1,Normal visit,Alles accepteren,button,,1591,835,"rgba(22, 22, 22, 1)","rgba(201, 183, 255, 1)",154.938,45.1875,45.1875
151776528207,197146,plume.com,2,1,Normal visit,Alleen strikt noodzakelijk,button,,1349,835,"rgba(22, 22, 22, 1)","rgba(201, 183, 255, 1)",221.578,45.1875,45.1875
785047484592,197146,plume.com,3,1,Normal visit,Voorkeuren beheren,button,,1144,835,"rgba(22, 22, 22, 1)","rgba(255, 255, 255, 1)",185.062,45.1875,45.1875
804659738286,256690,supervin.dk,0,1,Normal visit,"Samtykke Detaljer Om Denne hjemmeside bruger cookies På Supervin.dk anvendes cookies til at optimere websitet og dets funktioner for dermed at skabe øget brugervenlighed, samt i markedsføringsøjemed. Nedenfor kan du læse mere om formålet med cookies på dette website, hvilke cookies vi benytter, og hvordan du sletter dem. Du kan læse mere om brugen af cookies her. Vi informerer dig om, at dine personlige data og cookies kan blive brugt til personalisering af annoncer. Consent Selection Nødvendige Præferencer Statistik Marketing                 Kun nødvendige cookies Tillad valgte OK",,,502,207,"rgba(20, 20, 20, 1)","rgba(0, 0, 0, 0)",900,519.109,519.109
804659738286,256690,supervin.dk,1,1,Normal visit,OK,button.CybotCookiebotDialogBodyButton,,1100,645,"rgba(255, 255, 255, 1)","rgba(16, 50, 207, 1)",280,58,58
283205482792,256690,supervin.dk,2,1,Normal visit,Kun nødvendige cookies,button.CybotCookiebotDialogBodyButton,,524,645,"rgba(20, 20, 20, 1)","rgba(0, 0, 0, 0)",280,58,58
996412630028,256690,supervin.dk,4,1,Normal visit,Tillad valgte,button.CybotCookiebotDialogBodyButton,,812,645,"rgba(20, 20, 20, 1)","rgba(0, 0, 0, 0)",280,58,58
913460069850,259257,gidpro.nl,0,1,Normal visit,"We gebruiken cookies op onze website om u de meest relevante ervaring te bieden door uw voorkeuren en herhaalde bezoeken te onthouden. Door op ""Alles accepteren"" te klikken, stemt u in met het gebruik van ALLE cookies. U kunt echter naar ""Cookie-instellingen"" gaan om gecontroleerde toestemming te geven. Instellingen Alles accepteren",,,10,879,"rgba(51, 51, 51, 1)","rgba(0, 0, 0, 0)",1867,44,44
913460069850,259257,gidpro.nl,1,1,Normal visit,Alles accepteren,a.wt-cli-element.medium.cli-plugin-button.wt-cli-accept-all-btn.cookie_action_close_header.cli_action_button,,1762,886,"rgba(255, 255, 255, 1)","rgba(48, 93, 156, 1)",115,29,29
182270938975,259257,gidpro.nl,3,1,Normal visit,Instellingen,a.wt-cli-element.medium.cli-plugin-button.cli-plugin-main-button.cli_settings_button,,1667,886,"rgba(10, 10, 10, 1)","rgba(222, 223, 224, 1)",86.875,29,29
965867413992,272073,snapboard.jp,0,1,# Skipped unreadable,"お問い合わせ コーディネート投稿で EC＆店舗の売上を伸ばす 月額48,000円から 最短10営業日のスピード導入！ お問い合わせ・お申込みはこちら 2024.05.30 PRESS RELEASE コーディネートスナップ投稿のSNAPBOARD、ユーザーの属性・行動・嗜好に合わせアプローチ可能なBrazeとの連携機能をリリース READ MORE 導入企業 全国の大手企業様にも 多数ご利用いただいております ※一部のみ掲載　※掲載はアルファベット順 and more... SNAPBOARDとは ECサイトにタグを設置するだけ！ コーディネート投稿に関する あらゆる機能が利用可能な販促支援ツール 投稿・表示 ECサイト上でのコーディネート投稿・管理以外にも 様々なSNSの動画掲載も可能 集客 コーディネート投稿を掲載したメルマガや ニュース機能を利用し、ECサイトへの集客を強化 売上分析 コーディネート経由の売上や投稿状況を分析し、 店舗やスタッフごとの貢献度評価に活用 商品情報連携 ECサイトの商品情報を自動で連携し、 コーディネート投稿のアイテムや売上分析として利用が可能 こんなお客様におすすめ ECサイトの 売上をアップしたい 店舗スタッフの 貢献度を見える化したい 新しい接客方法を 導入したい 最近話題のDX化を 促進していきたい 導入メリット EC site ECサイトの売上アップ クオリティーの高い商品写真に加え、親近感のあるコーディネートスナップを表示することで、売上の増加が期待できます。 Staff スタッフの成果アップ スナップボードによる新しい接客方法を確立できます。 また、売上を可視化することで、販売員の評価やモチベーションアップにも活用でき、これまで以上の成果アップが見込めます。 User 顧客体験価値の向上 販売員によるコーディネートをチェックできるので、『こんな風に仕上がるのであれば買ってみたい』と感じでもらうことで、顧客体験価値の向上に繋がります。 Store 実店舗への来店促進 コーディネート投稿を通じて販売員のファン醸成にもなり、ECサイトへの集客だけでなく、店舗への来店促進・売上アップへの貢献も期待できます。 SNAPBOARDが 選ばれる理由 最短10営業日のスピード導入 少人数体制での運用も可能！ タグを任意のページに貼るだけで、どのページでもコーディネートスナッ",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
821103327068,273355,sportswearcollection.com,0,1,No cookie dialog found during visit,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
21587343845,286249,simplysoundandvision.co.uk,0,1,No cookie dialog found during visit,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
665536341719,304766,lululemonstore.net,0,1,No cookie dialog found during visit,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
285997777746,307217,champinon.info,0,1,Normal visit,"Champinon Info asks for your consent to use your personal data to: Personalised advertising and content, advertising and content measurement, audience research and services development Store and/or access information on a device Learn more Your personal data will be processed and information from your device (cookies, unique identifiers, and other device data) may be stored by, accessed by and shared with 132 TCF vendor(s) and 65 ad partner(s), or used specifically by this site or app. Some vendors may process your personal data on the basis of legitimate interest, which you can object to by managing your options below. Look for a link at the bottom of this page to manage or withdraw consent in privacy and cookie settings. Consent Do not consent Manage options",,,696,178,"rgba(0, 0, 0, 1)","rgba(255, 255, 255, 1)",510,575,575
285997777746,307217,champinon.info,1,1,"Message: element click intercepted: Element <button class=""fc-button fc-cta-consent fc-primary-button"" role=""button"" aria-label=""Consent"" tabindex=""0"">...</button> is not clickable at point (1062, 666). Other element would receive the click: <div class=""fc-help-dialog-overlay""></div>   (Session info: chrome=134.0.6998.119) Stacktrace: 	GetHandleVerifier [0x00007FF715244C25+3179557] 	(No symbol) [0x00007FF714EA88A0] 	(No symbol) [0x00007FF714D391CA] 	(No symbol) [0x00007FF714D97929] 	(No symbol) [0x00007FF714D952E2] 	(No symbol) [0x00007FF714D92381] 	(No symbol) [0x00007FF714D91281] 	(No symbol) [0x00007FF714D82A24] 	(No symbol) [0x00007FF714DB7C2A] 	(No symbol) [0x00007FF714D822D6] 	(No symbol) [0x00007FF714DB7E40] 	(No symbol) [0x00007FF714DE02F3] 	(No symbol) [0x00007FF714DB7A03] 	(No symbol) [0x00007FF714D806D0] 	(No symbol) [0x00007FF714D81983] 	GetHandleVerifier [0x00007FF7152A67CD+3579853] 	GetHandleVerifier [0x00007FF7152BD1D2+3672530] 	GetHandleVerifier [0x00007FF7152B2153+3627347] 	GetHandleVerif",Consent,button.fc-button.fc-cta-consent.fc-primary-button,,964,647,"rgba(0, 0, 0, 1)","rgba(0, 0, 0, 0)",196,38,38
458283894796,307217,champinon.info,2,1,Normal visit,Do not consent,button.fc-button.fc-cta-do-not-consent.fc-secondary-button,,744,647,"rgba(0, 0, 0, 1)","rgba(0, 0, 0, 0)",196,38,38
372356008786,307217,champinon.info,3,1,Normal visit,Manage options,button.fc-button.fc-cta-manage-options,,900,696,"rgba(0, 0, 0, 1)","rgba(0, 0, 0, 0)",105,42.5,42.5
999803932245,326558,fnusa.cz,0,1,Normal visit,Tyto webové stránky používají pro zajištění chodu a analýzu návštěvnosti cookies. V případě omezení cookies nemusí být dostupné všechny funkce webu. Nastavení Přijmout vše Odmítnou vše,,,1442,745,"rgba(51, 51, 51, 1)","rgba(0, 0, 0, 0)",385,143.141,143.141
999803932245,326558,fnusa.cz,1,1,Normal visit,Přijmout vše,a.wt-cli-element.medium.cli-plugin-button.wt-cli-accept-all-btn.cookie_action_close_header.cli_action_button,,1555,854,"rgba(255, 255, 255, 1)","rgba(97, 162, 41, 1)",121.531,29,29
269331594161,326558,fnusa.cz,2,1,Normal visit,Odmítnou vše,a.wt-cli-element.medium.cli-plugin-button.cli-plugin-main-button.cookie_action_close_header_reject.cli_action_button,,1691,854,"rgba(0, 0, 0, 1)","rgba(222, 223, 224, 1)",130.938,29,29
738587223328,326558,fnusa.cz,3,1,Normal visit,Nastavení,a.wt-cli-element.cli_settings_button,,1730,807,"rgba(51, 51, 51, 1)","rgba(0, 0, 0, 0)",auto,auto,auto
492367902386,368234,sam-tk.ru,0,1,# Skipped unreadable,"ОБЪЕДИНЕННАЯ ТРАНСПОРТНАЯ КАРТА ИНФОРМАЦИЯ ПАССАЖИРАМ КОНТАКТЫ ПРАВИЛА СИСТЕМЫ Вы здесь:   Главная БАНКОВСКИЕ КАРТЫ СБЕРБИЛЕТ ПОЕЗДКИ ПО БАНКОВСКИМ КАРТАМ ПАССАЖИРАМ ПРАВИЛА СИСТЕМЫ РЕГИСТРАЦИЯ ЛИЧНЫЙ КАБИНЕТ ВИДЫ КАРТ ПОПОЛНИТЬ БАЛАНС ЧАСТЫЕ ВОПРОСЫ График работы офисов единого оператора «Объединенной транспортной карты» ВНИМАНИЕ! График работы офисов единого оператора «Объединенной транспортной карты» скорректирован в связи с предстоящим праздником. В пятницу, 7 марта: офисы продаж единого оператора в г. Самара будут открыты с 09:00 до 17:00 по адресам: Мориса Тореза, 67а и ул. Крупской д.1; офис продаж в г. Тольятти будет открыт с 09:00 до 17:00 по адресу: ул. Гагарина, 6, офис 211; офис продаж в г. Новокуйбышевск будет открыт с 09:00 до 14:00 по адресу: ул. Молодежная, 1 (офис 221). В субботу, 8 марта, офисы продаж единого оператора работать не будут. Приобрести и пополнить транспортную карту можно не только по указанным адресам, но и через терминалы пополнения транспортной карты, расположенные на ста",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
79849292795,499603,preslot.com,0,1,No cookie dialog found during visit,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
947721412690,502168,jiffymix.com,0,1,No cookie dialog found during visit,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
861781145755,513817,a2ztopic.com,0,1,No cookie dialog found during visit,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
161193806297,531796,pwr-ads.com,0,1,No cookie dialog found during visit,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
858531208893,534554,fiyit-admiral-x.icu,0,1,# Skipped because can't be reached,,,,,,,,,,
469302815490,549531,fedate.com,0,1,Normal visit,"This site uses cookies to enhance your user experience. By using our site, you are giving your consent for us to set cookies. Accept",,,15,890,"rgba(255, 255, 255, 1)","rgba(0, 0, 0, 0)",1857,28.4531,28.4531
469302815490,549531,fedate.com,1,1,Normal visit,Accept,button.btn.btn-min,,1812,890,"rgba(255, 255, 255, 1)","rgba(251, 140, 0, 1)",60,28.4531,28.4531
30916559865,554383,yt5s.tools,0,1,No cookie dialog found during visit,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
763821288199,587460,mrdowling.com,0,1,No cookie dialog found during visit,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
575978242188,603158,dafontvn.com,0,1,Normal visit,"Deze site gebruikt cookies van Google om services te leveren en verkeer te analyseren. Je IP-adres en user-agent worden met Google gedeeld, samen met prestatie- en beveiligingsstatistieken om servicekwaliteit te garanderen, gebruiksstatistieken te genereren, misbruik te detecteren en maatregelen te treffen.MEER INFORMATIEIK SNAP HET",,,0,10,"rgba(255, 255, 255, 1)","rgba(0, 0, 0, 0)",1887,87.2188,87.2188
575978242188,603158,dafontvn.com,1,1,Normal visit,IK SNAP HET,a.cookie-choices-button,,1393,43,"rgba(238, 238, 238, 1)","rgba(0, 0, 0, 0)",auto,auto,auto
134052406084,603722,keep.com,0,1,# Skipped unreadable,运动课程 了解 Keep 产品和服务 运动档案 可持续发展 新闻动态 投资者关系 中 | EN  Keep App 在 Keep App 体验海量的运动课程和专业的运动工具，和社区的好友一起随时随地跟练、记录和分享，尽享专属于你的运动时刻。 运动消耗 569/ 600 千卡 饮食摄入 1200/ 1400 千卡 Keep 商城 专业健身器材和运动装备，丰富的健康食品，Keep 商城一站式解决吃穿用练需求。 天猫旗舰店 京东旗舰店 Keep 商城 Keep 智能硬件 数据与硬件交互联动，体验升级，跟着 Keep 智能硬件一起运动，越动越懂你。 哪有什么天生如此，只是我们天天坚持 自律给我自由 关于 关于我们 加入我们 联系方式 用户协议 隐私政策 证照信息 廉洁举报 产品与服务 App 消费品 智能硬件 运动档案 其他 Keep 可持续发展 媒体 规范说明 社区规范 用户公约 规则百科 侵权投诉说明  2014-2025 © Keep All Rights Reserved.北京卡路里科技有限公司 京ICP备14051192号 京ICP备14051192号-20 京ICP证160770号 京ICP备14051192号-10A京公网安备 11010502054474号京网文〔2019〕4084-422号 节目制作经营许可证京字11855号 网络文化经营许可证 出版物经营许可证（新出发经批字第直220066号） 营业执照（911101053179472352） 如果您在 Keep 发现违法违规内容， 请您向我们举报！ 未成年守护 / 违法有害举报电话：010-86399205 举报邮箱：report@keep.com App 使用 / 赛事 / 商城反馈电话：4006 - 321 - 666（服务时间 9:00-21:00） 地址：北京市朝阳区万科时代中心 D 座组织机构代码：911101053179472352联系方式：4006-321-666食品经营许可证号：JY11105262818849,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
87091666149,608216,dragon-shop.ir,0,1,# Skipped unreadable,"فروشگاه حضوری در تمام ایام تعطیلات از ۱۰ صبح تا ۱۰ شب دایر می باشد. ورود | ثبت‌نام دسته‌بندی محصولات فروش ویژه دراگون لند خرید اقساطی تماس با ما درباره ما مجله دراگون شاپ ۰۲۱-۹۱۰۳۵۳۹0 پیشنهادهای شگفت انگیز: مشاهده همه اکشن فیگور گروگو و استاد یودا Star Wars Grogu Master Yoda 3,900,000 تومان زمان باقی مانده 28 : 50 : 43 صندلی گیمینگ DXRacer Drifting 2025 L Black Red 27,900,000 تومان 1% 27,490,000 تومان گارانتی اصلی کولر پردازنده DeepCool AG300 1,500,000 تومان زمان باقی مانده 28 : 50 : 43 میکروفن استیل سریز Steelseries ALIAS 16,700,000 تومان 4% 15,890,000 تومان زمان باقی مانده 28 : 50 : 43 میکروفن HyperX QuadCast 12,600,000 تومان 6% 11,800,000 تومان کولر پردازنده DeepCool AG200 990,000 تومان خرید براساس دسته بندی ها پلی استیشن 5 قطعات کامپیوتر صندلی گیمینگ هدست کیبورد مانیتور میز و صندلی های گیمینگ مشاهده همه گارانتی اصلی صندلی گیمینگ Razer Iskur V2 Green (اسمبل شده) 57,900,000 تومان میز گیمینگ Twisted Minds WARRIOR L Shaped RGB Right 47,500,000 تومان 15% 39,990,000 تومان میز گیمینگ ارتفاع برقی DxRacer Tida",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
607726108532,613348,vavada-nmll.buzz,0,1,# Skipped unreadable,"ВОЙТИ Регистрация Личный кабинет Мобильная версия Бонусы Зеркало на 25.03.2025 ОФИЦИАЛЬНЫЙ САЙТ VAVADA CASINO, ЗЕРКАЛО РАБОЧЕЕ ВАВАДА Современная платформа Vavada является актуальной развлекательной площадкой, которую выбирают геймеры. Новички и мастера гемблинга смогут получить запоминающиеся впечатления. Когда запускают вавада казино, получают потрясающие воображение впечатления. Хочется делать ставки? Вавада предоставляет возможность посетителям. Приоритетом становится бесплатная игра? Она доступна. ПЕРЕЙТИ НА VAVADA Гемблерам нравится vavada казино, где подобраны аппараты ведущих производителей, имеющих репутацию. Посещая Vavada официальный сайт, клиент приобретает опыт, множество возможностей приятно провести время. 2 тысячи слотов – основа каталога, который пополняется новыми предложениями. Официальный сайт Vavada предлагает геймерам выбирать подходящие их интересам предложения. Имеется система фильтрации аппаратов. Клиенты казино вавада обеспечены интересными турнирами, бонусными акциями. Выбор лож",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
24516961177,640501,dk3.com,0,1,No cookie dialog found during visit,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
130239562592,653576,freshcasinoofficial1.win,0,1,# Skipped because can't be reached,,,,,,,,,,
984432140451,657851,mostbet-wjf7.top,0,1,No cookie dialog found during visit,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
603948266248,672676,cepymenews.es,0,1,Normal visit,"INFORMACIÓN IMPORTANTE SOBRE COOKIES Este portal web de cepymenews.es utiliza cookies propias y de terceros para recopilar información que ayuda a optimizar su visita. Las cookies no se utilizan para recoger información de carácter personal. Usted puede permitir su uso o rechazarlo, también puede cambiar su configuración siempre que lo desee. Dispone de más información en nuestra Política de Cookies. Acepto Configurar",,,0,638,"rgba(0, 0, 0, 1)","rgba(255, 255, 255, 0.9)",200,273,273
603948266248,672676,cepymenews.es,1,1,Normal visit,Acepto,button.cookiesOk,,15,876,"rgba(255, 255, 255, 1)","rgba(0, 0, 0, 1)",69.0469,27,27
238097243540,672676,cepymenews.es,3,1,Normal visit,Configurar,a,,97,881,"rgba(51, 51, 51, 1)","rgba(0, 0, 0, 0)",auto,auto,auto
77283192499,742971,tsinfo.xyz,0,1,No cookie dialog found during visit,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
115524660686,775783,sabbath.school,0,1,No cookie dialog found during visit,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
